10124,注定,anticipation,0.617,60
10125,注定,fear,0.888,60
10126,注定,sadness,0.766,60
10127,注定,trust,0.555,60
10129,注册,anticipation,0.477,9
10130,注册,trust,0.461,9
10131,住宅,joy,0.094,2
10132,住宿,trust,0.445,13
10133,助攻,trust,0.648,9
10137,主张,trust,0.664,29
10140,主权,fear,0.328,41
10141,主权,trust,0.422,41
10143,主管,trust,0.789,2
10144,主持,anticipation,0.586,27
10149,逐出,anger,0.484,10
10150,逐出,sadness,0.375,10
10155,皱着眉头,anger,0.239,1
10156,皱着眉头,disgust,0.219,1
10157,皱着眉头,sadness,0.5,1
10158,皱眉,sadness,0.453,2
10159,皱,sadness,0.297,1
10160,咒骂,anger,0.625,9
10161,咒骂,disgust,0.43,9
10164,周到,trust,0.617,3
10167,重组,anticipation,0.438,4
10168,重要性,anticipation,0.523,21
10170,重要,trust,0.633,583
10177,重量,anticipation,0.258,1
10178,重量,disgust,0.219,1
10179,重量,fear,0.109,1
10180,重量,joy,0.109,1
10181,重量,sadness,0.141,1
10182,重量,surprise,0.117,1
10183,重量,trust,0.289,1
10185,重建,anticipation,0.438,13
10189,重,fear,0.297,185
10193,仲裁,anticipation,0.477,4
10194,肿胀,fear,0.281,1
10198,终止,sadness,0.641,12
10204,忠告,trust,0.617,2
10205,忠诚,fear,0.094,25
10206,忠诚,joy,0.553,25
10207,忠诚,surprise,0.148,25
10208,忠诚,trust,0.805,25
10209,中央,trust,0.531,67
10210,中性,anticipation,0.148,3
10211,中性,joy,0.114,3
10212,中性,trust,0.398,3
10213,中立,trust,0.43,15
10216,中断,anger,0.358,8
10217,中断,disgust,0.406,8
10218,中断,fear,0.312,8
10219,中断,sadness,0.297,8
10220,中毒,anger,0.636,22
10221,中毒,disgust,0.711,22
10222,中毒,fear,0.886,22
10223,中毒,sadness,0.667,22
10228,滞后,anger,0.281,11
10229,滞后,anticipation,0.18,11
10230,滞后,disgust,0.234,11
10231,滞后,sadness,0.344,11
10233,智者,trust,0.594,12
10235,智能,trust,0.672,4
10236,智慧,joy,0.312,109
10237,智慧,trust,0.789,109
10238,窒息,anger,0.625,3
10239,窒息,fear,0.875,3
10243,致命,anger,0.758,49
10244,致命,disgust,0.664,49
10245,致命,fear,0.875,49
10246,致命,sadness,0.922,49
10248,治疗,joy,0.515,1068
10249,治疗,trust,0.633,1068
10250,治理,trust,0.547,109
10251,制造,trust,0.25,512
10253,制裁,trust,0.406,305
10255,制备,anticipation,0.586,1
10263,指责,anger,0.779,285
10264,指责,fear,0.484,285
10265,指南,trust,0.664,4
10266,指令,trust,0.5,11
10267,指控,anger,0.51,12
10268,指控,disgust,0.523,12
10269,指定,trust,0.586,23
10270,指导,trust,0.688,60
10273,值得,anger,0.176,342
10274,值得,anticipation,0.602,342
10275,值得,trust,0.664,342
10276,直立,trust,0.578,4
10277,直截了当,trust,0.711,3
10278,直接,surprise,0.523,772
10282,直觉,trust,0.555,5
10286,执行,anger,0.917,164
10287,执行,fear,0.844,164
10288,执行,sadness,0.859,164
10289,执行,trust,0.328,164
10290,蜘蛛,disgust,0.461,1
10291,蜘蛛,fear,0.656,1
10296,肢解,disgust,0.789,5
10298,支柱,trust,0.602,6
10299,支配,anger,0.5,7
10300,支配,fear,0.438,7
10305,支持者,joy,0.18,34
10306,支持者,trust,0.734,34
10307,支持,trust,0.664,1142
10308,症状,fear,0.133,257
10309,政治,anger,0.234,926
10310,政治,disgust,0.266,926
10311,政权,fear,0.469,84
10317,政策,trust,0.508,249
10318,政变,anger,0.578,1
10319,政变,surprise,0.609,1
10320,证实,trust,0.617,75
10324,证明,trust,0.742,493
10325,正义,trust,0.711,155
10326,正统,trust,0.445,2
10327,正确性,trust,0.523,5
10330,拯救,anticipation,0.664,125
10331,拯救,joy,0.225,125
10332,拯救,surprise,0.547,125
10333,拯救,trust,0.531,125
10335,征税,anger,0.297,1
10336,征服,anger,0.559,12
10337,征服,disgust,0.484,12
10338,征服,fear,0.531,12
10339,征服,joy,0.53,12
10340,征服,sadness,0.609,12
10341,征服,trust,0.672,12
10342,争议,anger,0.578,18
10343,争议,disgust,0.422,18
10344,争议,fear,0.344,18
10346,争论,anger,0.734,33
10347,争吵,anger,0.861,11
10348,争吵,disgust,0.531,11
10349,争吵,fear,0.688,11
10350,震惊,surprise,0.805,17
10351,震动,anger,0.377,1
10352,震动,sadness,0.545,1
10353,震,anger,0.406,4
10354,震,anticipation,0.484,4
10355,震,fear,0.594,4
10356,震,sadness,0.359,4
10357,诊断,anticipation,0.602,101
10358,诊断,fear,0.391,101
10359,诊断,trust,0.484,101
10362,真相,trust,0.844,378
10363,真伪,trust,0.688,4
10364,真实性,trust,0.906,13
10365,真实,joy,0.364,264
10366,真实,trust,0.836,264
10367,真诚,trust,0.797,43
10368,真爱,joy,0.703,7
10369,珍视,anticipation,0.477,2
10370,珍视,joy,0.703,2
10371,珍视,surprise,0.219,2
10372,珍视,trust,0.617,2
10374,珍贵,anticipation,0.516,15
10375,珍贵,joy,0.682,15
10376,珍贵,surprise,0.195,15
10379,针,fear,0.547,11
10387,折腾,fear,0.703,93
10388,折磨,anger,0.885,13
10389,折磨,fear,0.806,13
10390,折磨,sadness,0.828,13
10391,折旧,fear,0.359,2
10392,折旧,trust,0.414,2
10393,肇事者,anger,0.469,4
10394,肇事者,disgust,0.633,4
10395,肇事者,fear,0.56,4
10396,肇事者,sadness,0.359,4
10397,照明,joy,0.53,1
10398,照明,surprise,0.477,1
10399,照明,trust,0.555,1
10400,照亮,anticipation,0.594,5
10401,照亮,joy,0.547,5
10402,照亮,surprise,0.547,5
10405,沼泽,disgust,0.578,2
10406,沼泽,fear,0.297,2
10410,招待,joy,0.773,4
10411,招,surprise,0.625,93
10412,障碍,anger,0.242,22
10413,障碍,fear,0.344,22
10414,障碍,sadness,0.266,22
10415,障碍,trust,0.242,22
10417,胀,disgust,0.625,3
10418,胀,trust,0.367,3
10419,账户,trust,0.391,9
10420,帐户,trust,0.523,1
10421,丈夫,joy,0.438,18
10422,掌声,joy,0.621,3
10423,掌声,surprise,0.406,3
10424,掌声,trust,0.539,3
10425,长椅,sadness,0.06,1
10426,长篇大论,anger,0.859,2
10427,长篇大论,disgust,0.5,2
10428,长女,anticipation,0.633,2
10429,长女,joy,0.531,2
10430,长女,trust,0.531,2
10435,长,anticipation,0.406,252
10438,张开,anticipation,0.492,13
10440,战争,fear,0.942,612
10443,战胜,anticipation,0.523,294
10444,战胜,joy,0.562,294
10447,战斗,anger,0.868,151
10448,战斗,fear,0.728,151
10449,战场,fear,0.656,66
10456,展开,anticipation,0.555,42
10457,谵妄,disgust,0.508,1
10458,谵妄,sadness,0.576,1
10459,粘液,disgust,0.781,1
10462,债务,sadness,0.391,37
10463,债券,anticipation,0.406,15
10464,炸弹,anger,0.766,22
10465,炸弹,fear,0.935,22
10466,炸弹,sadness,0.621,22
10467,炸弹,surprise,0.789,22
10468,眨眼,anticipation,0.406,1
10469,眨眼,joy,0.636,1
10472,憎恨,anger,0.838,4
10473,憎恨,disgust,0.68,4
10474,增长,anticipation,0.555,70
10475,增长,joy,0.242,70
10476,增长,trust,0.492,70
10477,增援,trust,0.539,1
10478,增高,fear,0.188,1
10479,贼,anger,0.561,77
10480,贼,disgust,0.547,77
10481,贼,fear,0.547,77
10482,贼,sadness,0.422,77
10483,贼,surprise,0.609,77
10484,责成,trust,0.461,3
10485,责备,anger,0.409,3
10486,责备,disgust,0.32,3
10487,责备,sadness,0.391,3
10490,造谣,anger,0.152,365
10491,造谣,fear,0.286,365
10492,造成,anger,0.633,693
10493,造成,fear,0.562,693
10494,造成,sadness,0.531,693
10498,早餐,joy,0.242,4
10499,葬礼,anger,0.304,4
10500,葬礼,fear,0.703,4
10501,葬礼,sadness,0.844,4
10502,脏话,anger,0.672,5
10503,脏,disgust,0.742,32
10504,赞助,trust,0.531,11
10506,赞许,trust,0.594,1
10507,赞同,trust,0.758,57
10508,赞赏,joy,0.703,25
10509,赞美,joy,0.733,7
10510,赞美,trust,0.609,7
10511,暂停,fear,0.435,84
10512,暂停,sadness,0.297,84
10515,再现,surprise,0.562,10
10516,再见,anticipation,0.258,2
10517,再见,sadness,0.375,2
10519,灾区,sadness,0.641,6
10520,灾难,anger,0.735,379
10521,灾难,disgust,0.594,379
10522,灾难,fear,0.953,379
10523,灾难,sadness,0.911,379
10524,灾难,surprise,0.836,379
10525,灾害,anger,0.721,19
10526,灾害,disgust,0.508,19
10527,灾害,fear,0.875,19
10528,灾害,sadness,0.758,19
10529,灾害,surprise,0.812,19
10531,杂音,anger,0.406,12
10532,杂音,disgust,0.328,12
10533,杂技演员,fear,0.266,1
10534,杂技演员,joy,0.162,1
10535,杂技演员,trust,0.258,1
10536,杂草,sadness,0.156,1
10538,运气,anticipation,0.594,25
10539,运气,joy,0.484,25
10540,运气,surprise,0.508,25
10542,运动,anger,0.328,22
10543,运动,anticipation,0.469,22
10544,运动,fear,0.392,22
10545,殒命,anger,0.562,2
10546,殒命,disgust,0.461,2
10547,殒命,fear,0.577,2
10548,殒命,sadness,0.569,2
10553,约束,anger,0.455,21
10554,约束,fear,0.5,21
10555,约束,sadness,0.288,21
10557,怨恨,anger,0.691,2
10558,怨恨,disgust,0.508,2
10559,怨恨,sadness,0.562,2
10566,原油,disgust,0.508,8
10570,原谅,trust,0.547,51
10571,原告,anger,0.47,2
10572,原告,fear,0.438,2
10575,愈合,joy,0.406,3
10576,愈合,trust,0.609,3
10577,遇难,sadness,0.797,8
10578,欲望,joy,0.484,12
10579,预兆,anger,0.426,2
10580,预兆,anticipation,0.57,2
10581,预兆,fear,0.594,2
10585,预言,anticipation,0.742,15
10586,预算,trust,0.406,3
10587,预期,anticipation,0.859,16
10590,预料,anticipation,0.82,7
10591,预料,surprise,0.18,7
10592,预料,trust,0.453,7
10593,预见,anticipation,0.602,8
10595,预感,anticipation,0.617,7
10596,预感,fear,0.516,7
10599,预防,anticipation,0.453,184
10600,预测,anticipation,0.695,62
10601,预测,fear,0.217,62
10602,预测,trust,0.484,62
10603,预备,anticipation,0.523,6
10604,浴缸,joy,0.156,2
10606,郁闷,anger,0.297,10
10607,郁闷,fear,0.469,10
10608,郁闷,sadness,0.859,10
10613,雨滴,joy,0.212,3
10614,雨,sadness,0.163,18
10617,愚弄,anger,0.5,35
10618,愚弄,disgust,0.5,35
10619,愚昧,disgust,0.406,122
10621,愚蠢,joy,0.516,330
10622,瑜伽,joy,0.266,2
10625,愉快,anticipation,0.586,16
10626,愉快,joy,0.818,16
10627,愉快,surprise,0.242,16
10628,愉快,trust,0.562,16
10629,娱乐,anticipation,0.602,25
10630,娱乐,joy,0.719,25
10631,娱乐,surprise,0.359,25
10632,娱乐,trust,0.344,25
10635,余量,sadness,0.125,1
10640,诱人,anticipation,0.703,1
10641,诱人,joy,0.572,1
10642,诱人,surprise,0.547,1
10647,有志,anticipation,0.656,2
10648,有志,joy,0.618,2
10649,有志,trust,0.539,2
10652,有益,joy,0.465,14
10653,有益,trust,0.523,14
10654,有兴趣,disgust,0.078,5
10655,有兴趣,sadness,0.114,5
10656,有效,trust,0.469,354
10657,有限,anger,0.292,92
10658,有限,sadness,0.167,92
10671,有趣,joy,0.625,19
10674,有利,anticipation,0.5,107
10675,有利,joy,0.561,107
10676,有利,surprise,0.297,107
10677,有利,trust,0.656,107
10678,有力,fear,0.454,89
10680,有害,anger,0.797,14
10681,有害,disgust,0.562,14
10682,有害,fear,0.812,14
10683,有害,sadness,0.578,14
10684,有关,trust,0.5,208
10685,有功,joy,0.5,7
10686,有功,trust,0.586,7
10690,有毒,anger,0.818,29
10691,有毒,disgust,0.656,29
10692,有毒,fear,0.812,29
10693,有毒,sadness,0.641,29
10698,友谊,joy,0.591,49
10699,友谊,trust,0.727,49
10700,友善,anticipation,0.461,18
10701,友善,joy,0.578,18
10702,友善,trust,0.547,18
10703,友好,joy,0.75,323
10704,友好,trust,0.703,323
10705,游泳,anticipation,0.5,5
10706,游泳,fear,0.125,5
10707,游泳,joy,0.273,5
10710,游玩,joy,0.788,6
10711,游客,anticipation,0.531,16
10712,游客,joy,0.25,16
10714,游行,anticipation,0.562,19
10715,游行,fear,0.062,19
10716,游行,joy,0.621,19
10717,游行,sadness,0.152,19
10718,游行,surprise,0.406,19
10721,油,joy,0.141,32
10722,犹豫,fear,0.344,15
10723,邮件,anticipation,0.461,3
10727,幽默,joy,0.656,28
10732,幽灵,fear,0.331,10
10733,幽灵,sadness,0.344,10
10737,忧虑,anticipation,0.547,3
10738,忧虑,fear,0.578,3
10741,优于,anticipation,0.406,13
10742,优雅,anticipation,0.453,6
10743,优雅,joy,0.609,6
10744,优雅,trust,0.492,6
10745,优秀,joy,0.879,113
10746,优秀,trust,0.656,113
10747,优先权,trust,0.555,1
10748,优势,fear,0.406,153
10749,优势,trust,0.477,153
10750,优胜者,anticipation,0.602,1
10751,优胜者,joy,0.636,1
10752,优胜者,surprise,0.547,1
10755,勇气,trust,0.695,58
10756,勇敢,fear,0.154,75
10757,勇敢,trust,0.633,75
10765,庸俗,disgust,0.719,1
10766,拥有,anger,0.5,85
10767,拥有,disgust,0.484,85
10768,拥有,fear,0.594,85
10769,拥护,anger,0.1,54
10770,拥护,anticipation,0.5,54
10771,拥护,joy,0.25,54
10772,拥护,trust,0.68,54
10773,拥抱,anticipation,0.617,15
10774,拥抱,joy,0.766,15
10775,拥抱,sadness,0.078,15
10776,拥抱,surprise,0.312,15
10777,拥抱,trust,0.602,15
10783,应力,fear,0.422,1
10784,应对,anger,0.288,529
10785,应对,fear,0.25,529
10786,应对,sadness,0.219,529
10789,赢得,joy,0.727,67
10790,萦绕,anticipation,0.391,1
10791,营养,disgust,0.414,28
10792,营养,sadness,0.516,28
10793,营,anger,0.471,9
10796,鹰,fear,0.125,1
10797,鹰,trust,0.453,1
10799,婴儿,anger,0.375,6
10800,婴儿,anticipation,0.508,6
10801,婴儿,disgust,0.422,6
10802,婴儿,fear,0.067,6
10803,婴儿,joy,0.309,6
10804,婴儿,surprise,0.141,6
10805,英勇,joy,0.591,10
10806,英勇,surprise,0.5,10
10807,英勇,trust,0.664,10
10808,英雄主义,anticipation,0.555,2
10809,英雄主义,joy,0.576,2
10810,英雄主义,surprise,0.547,2
10811,英雄主义,trust,0.648,2
10812,英雄,anticipation,0.5,317
10813,英雄,joy,0.562,317
10814,英雄,surprise,0.344,317
10815,英雄,trust,0.773,317
10820,瘾君子,trust,0.172,1
10821,瘾,anticipation,0.664,7
10825,隐私,trust,0.555,26
10830,隐藏,fear,0.531,66
10831,隐藏,sadness,0.703,66
10832,隐蔽,anger,0.424,9
10833,隐蔽,anticipation,0.445,9
10834,隐蔽,fear,0.391,9
10836,引诱,anticipation,0.688,2
10837,引诱,joy,0.453,2
10838,引诱,surprise,0.492,2
10839,引用,anticipation,0.242,28
10840,引用,surprise,0.141,28
10845,引起,anticipation,0.742,212
10846,引力,trust,0.492,1
10847,引爆,anger,0.781,7
10853,音乐,anger,0.011,5
10854,音乐,anticipation,0.367,5
10855,音乐,joy,0.531,5
10856,音乐,sadness,0.045,5
10857,音乐,surprise,0.219,5
10858,音乐,trust,0.492,5
10864,阴谋,fear,0.438,180
10865,阴霾,fear,0.594,2
10872,意外,anticipation,0.453,49
10873,意外,fear,0.312,49
10874,意外,joy,0.203,49
10875,意外,surprise,0.719,49
10876,意识,trust,0.609,108
10879,疫情,anger,0.406,7015
10880,疫情,anticipation,0.445,7015
10881,疫情,disgust,0.594,7015
10882,疫情,fear,0.776,7015
10883,疫情,sadness,0.688,7015
10884,疫情,surprise,0.648,7015
10891,抑制,anger,0.5,41
10892,抑制,disgust,0.477,41
10893,抑制,fear,0.625,41
10894,抑制,sadness,0.312,41
10895,抑郁,sadness,0.75,4
10897,异议,anger,0.469,3
10898,异议,sadness,0.438,3
10899,异教徒,anger,0.47,1
10900,异教徒,disgust,0.664,1
10901,异教徒,fear,0.594,1
10902,异化,anger,0.576,4
10903,异化,disgust,0.375,4
10904,异化,fear,0.609,4
10905,异化,sadness,0.685,4
10907,议会,trust,0.477,25
10909,艺术,anticipation,0.391,15
10910,艺术,joy,0.234,15
10911,艺术,sadness,0,15
10912,艺术,surprise,0.172,15
10913,义务,anger,0.409,101
10923,疑惑,fear,0.308,9
10924,疑惑,trust,0.172,9
10928,遗忘,anger,0.437,8
10929,遗忘,fear,0.609,8
10933,遗憾,sadness,0.75,29
10934,遗产,anticipation,0.648,9
10935,遗产,joy,0.47,9
10936,遗产,surprise,0.383,9
10937,遗产,trust,0.586,9
10939,移民,fear,0.219,145
10940,移动,anticipation,0.344,17
10941,移动,sadness,0.295,17
10942,仪式,joy,0.455,1
10943,仪式,surprise,0.297,1
10949,依赖,anticipation,0.398,28
10950,依赖,fear,0.234,28
10951,依赖,sadness,0.328,28
10952,依赖,trust,0.664,28
10953,依靠,anticipation,0.383,47
10954,依靠,trust,0.648,47
10964,一致,trust,0.555,84
10969,一生,joy,0.234,37
10977,一般,trust,0.375,222
10985,野蛮,anger,0.915,55
10986,野蛮,disgust,0.719,55
10987,野蛮,fear,0.875,55
10996,咬定,anger,0.182,4
11001,摇篮,anticipation,0.375,7
11002,摇篮,joy,0.247,7
11003,摇篮,trust,0.531,7
11004,谣言,sadness,0.188,207
11005,邀请,anticipation,0.57,33
11006,邀请,joy,0.457,33
11007,邀请,surprise,0.266,33
11008,邀请,trust,0.43,33
11012,痒痒,anticipation,0.438,3
11013,痒痒,joy,0.47,3
11014,痒痒,surprise,0.516,3
11015,痒痒,trust,0.297,3
11016,阳性,joy,0.773,121
11017,阳性,trust,0.625,121
11018,阳光,joy,0.551,37
11024,羊毛,anger,0.172,11
11025,羊毛,disgust,0.195,11
11026,羊毛,sadness,0.109,11
11027,验证,trust,0.781,41
11028,验收,trust,0.68,6
11029,宴会,anticipation,0.406,6
11030,宴会,joy,0.303,6
11031,厌倦,sadness,0.5,2
11034,厌恶,anger,0.909,20
11035,厌恶,disgust,0.766,20
11036,厌恶,fear,0.844,20
11037,厌恶,sadness,0.531,20
11039,眼泪,sadness,0.656,15
11041,眼光,trust,0.562,45
11042,掩体,fear,0.375,1
11046,言语,anticipation,0.492,12
11047,严肃,fear,0.305,32
11048,严肃,sadness,0.394,32
11049,严峻,anger,0.413,48
11050,严峻,anticipation,0.312,48
11051,严峻,disgust,0.516,48
11052,严峻,fear,0.672,48
11053,严峻,sadness,0.708,48
11054,严格,disgust,0.398,241
11055,严格,fear,0.453,241
11056,延长,disgust,0.234,19
11057,延续,anticipation,0.43,15
11058,延期,surprise,0.352,14
11059,延缓,anger,0.562,10
11060,延迟,anger,0.197,12
11061,延迟,disgust,0.297,12
11062,延迟,fear,0.141,12
11063,延迟,sadness,0.373,12
11064,湮没,anger,0.894,1
11065,湮没,fear,0.8,1
11066,淹,fear,0.844,2
11067,淹,sadness,0.641,2
11068,阉割,anger,0.727,8
11073,鸦片,anger,0.18,11
11074,鸦片,disgust,0.445,11
11075,鸦片,fear,0.344,11
11076,鸦片,sadness,0.303,11
11077,压制,anger,0.453,46
11078,压制,fear,0.5,46
11079,压制,sadness,0.297,46
11080,压抑,anger,0.574,9
11081,压抑,disgust,0.633,9
11082,压抑,fear,0.656,9
11083,压抑,sadness,0.906,9
11085,压缩,anger,0.219,3
11086,压迫,anger,0.603,17
11087,压迫,disgust,0.656,17
11088,压迫,fear,0.688,17
11089,压迫,sadness,0.812,17
11090,压力,fear,0.406,129
11093,压倒,surprise,0.758,4
11094,丫头,anger,0.353,1
11095,丫头,disgust,0.617,1
11102,巡逻,trust,0.406,1
11103,巡航,joy,0.556,9
11104,寻求,anticipation,0.766,32
11106,熏陶,anticipation,0.422,5
11107,熏陶,joy,0.333,5
11108,熏陶,trust,0.531,5
11109,勋章,anticipation,0.477,19
11110,勋章,joy,0.424,19
11111,勋章,surprise,0.289,19
11112,勋章,trust,0.461,19
11113,血液,fear,0.525,32
11123,雪崩,fear,0.703,2
11124,雪崩,sadness,0.453,2
11125,雪崩,surprise,0.711,2
11130,学科,fear,0.344,3
11131,削弱,fear,0.703,21
11132,削弱,sadness,0.719,21
11133,削减,anger,0.571,9
11138,选票,anticipation,0.539,203
11139,选票,trust,0.531,203
11140,选民,trust,0.398,136
11142,选,trust,0.438,471
11145,悬崖,fear,0.5,5
11146,悬念,anticipation,0.711,5
11147,悬念,fear,0.529,5
11148,悬念,surprise,0.703,5
11150,续集,anticipation,0.586,2
11155,序曲,anticipation,0.461,3
11156,序幕,anticipation,0.453,3
11161,嘘,sadness,0.094,52
11163,需求,anger,0.485,57
11168,虚伪,disgust,0.383,148
11169,虚假,anger,0.273,44
11170,虚假,disgust,0.406,44
11172,嗅觉,anticipation,0.328,2
11173,羞辱,anger,0.545,19
11174,羞辱,disgust,0.578,19
11175,羞辱,fear,0.484,19
11176,羞辱,sadness,0.703,19
11177,羞愧,disgust,0.438,6
11178,羞愧,sadness,0.719,6
11181,修改,surprise,0.352,43
11182,修复,anticipation,0.453,10
11184,休战,joy,0.281,1
11185,休战,trust,0.617,1
11186,休闲,anticipation,0.547,4
11187,休闲,joy,0.318,4
11188,休息,joy,0.469,95
11189,休克,anger,0.269,5
11190,休克,disgust,0.375,5
11191,休克,fear,0.719,5
11192,休克,surprise,0.844,5
11193,熊,anger,0.266,8
11194,熊,fear,0.524,8
11199,汹涌,fear,0.625,4
11200,汹,anger,0.844,2
11201,汹,fear,0.578,2
11205,兄弟,joy,0.297,85
11206,兄弟,trust,0.531,85
11207,凶手,anger,0.922,10
11208,凶手,disgust,0.82,10
11209,凶手,fear,0.953,10
11210,凶手,sadness,0.877,10
11211,凶猛,anger,0.894,10
11212,凶猛,disgust,0.422,10
11213,凶猛,fear,0.667,10
11214,性质,joy,0.5,34
11218,性骚扰,anger,0.742,9
11219,性骚扰,disgust,0.914,9
11220,性骚扰,fear,0.859,9
11221,性骚扰,sadness,0.744,9
11227,性别,anticipation,0.695,7
11228,性别,joy,0.622,7
11229,性别,trust,0.375,7
11230,幸运,anticipation,0.656,41
11231,幸运,joy,0.721,41
11232,幸运,surprise,0.539,41
11233,幸运,trust,0.383,41
11234,幸福,anticipation,0.641,112
11235,幸福,joy,0.984,112
11236,兴奋,anticipation,0.859,13
11237,兴奋,joy,0.818,13
11238,兴奋,surprise,0.625,13
11239,兴奋,trust,0.453,13
11253,星,anticipation,0.469,11
11254,星,joy,0.406,11
11255,星,trust,0.391,11
11256,信誉,trust,0.758,95
11257,信用,trust,0.516,59
11260,信仰,anticipation,0.438,58
11261,信仰,joy,0.453,58
11262,信仰,trust,0.742,58
11263,信心,fear,0.094,71
11264,信心,joy,0.531,71
11265,信心,trust,0.727,71
11266,信息,trust,0.5,382
11268,信使,trust,0.461,1
11271,信任,trust,0.68,86
11272,信,anticipation,0.484,339
11273,薪水,anticipation,0.516,4
11274,薪水,joy,0.234,4
11275,薪水,trust,0.414,4
11278,新人,fear,0.141,1
11279,新人,surprise,0.352,1
11284,新郎,anticipation,0.656,1
11285,新郎,joy,0.469,1
11286,新郎,trust,0.445,1
11297,欣喜,anticipation,0.555,4
11298,欣喜,joy,0.818,4
11299,欣喜,surprise,0.578,4
11301,欣赏,surprise,0.266,23
11302,欣赏,trust,0.703,23
11305,心愿,anticipation,0.648,13
11306,心愿,joy,0.485,13
11307,心愿,surprise,0.391,13
11308,心愿,trust,0.633,13
11310,心痛,sadness,0.812,53
11311,心碎,sadness,0.781,2
11317,心理,fear,0.391,104
11319,心悸,fear,0.484,1
11322,心,joy,0.547,578
11323,谢谢,joy,0.344,145
11327,亵渎,anger,0.848,4
11328,亵渎,disgust,0.82,4
11329,亵渎,fear,0.578,4
